N,seed,min_energy,average_time,success_probability,TTS,hardware,program_name
600,1601861,-0.75398607,0.239747556,0.001,239.747556,Linux x86_64,Reluctant
600,1601864,-0.74888034,0.239977744,0.001,239.977744,Linux x86_64,Reluctant
600,1601867,-0.7455447,0.240713363,0.001,240.713363,Linux x86_64,Reluctant
600,1601870,-0.74492739,0.239314291,0.001,239.314291,Linux x86_64,Reluctant
600,1601873,-0.74764211,0.240286542,0.001,240.286542,Linux x86_64,Reluctant
600,1601876,-0.74987931,0.240808476,0.001,240.808476,Linux x86_64,Reluctant
600,1601879,-0.75519133,0.238977828,0.001,238.977828,Linux x86_64,Reluctant
600,1601882,-0.74656372,0.240523836,0.001,240.523836,Linux x86_64,Reluctant
600,1601885,-0.74523676,0.238652741,0.001,238.652741,Linux x86_64,Reluctant
600,1601888,-0.74494379,0.239370875,0.001,239.370875,Linux x86_64,Reluctant
600,1601891,-0.7406573,0.239669636,0.001,239.669636,Linux x86_64,Reluctant
600,1601894,-0.745714,0.238744176,0.001,238.744176,Linux x86_64,Reluctant
600,1601897,-0.74045689,0.238392492,0.001,238.392492,Linux x86_64,Reluctant
600,1601900,-0.74703595,0.240680202,0.001,240.680202,Linux x86_64,Reluctant
600,1601903,-0.75611525,0.239077294,0.001,239.077294,Linux x86_64,Reluctant
600,1601906,-0.75427478,0.24152685,0.001,241.52685,Linux x86_64,Reluctant
600,1601909,-0.74361281,0.238772963,0.001,238.772963,Linux x86_64,Reluctant
600,1601912,-0.74879332,0.237681596,0.001,237.681596,Linux x86_64,Reluctant
600,1601915,-0.75777122,0.238425799,0.001,238.425799,Linux x86_64,Reluctant
600,1601918,-0.74348179,0.240139242,0.001,240.139242,Linux x86_64,Reluctant
600,1601921,-0.74964665,0.239258356,0.001,239.258356,Linux x86_64,Reluctant
600,1601924,-0.7494915,0.239322617,0.001,239.322617,Linux x86_64,Reluctant
600,1601927,-0.74770976,0.238889589,0.001,238.889589,Linux x86_64,Reluctant
600,1601930,-0.74731064,0.237788278,0.001,237.788278,Linux x86_64,Reluctant
600,1601933,-0.7523533,0.23837179,0.001,238.37179,Linux x86_64,Reluctant
600,1601936,-0.75926159,0.240533102,0.001,240.533102,Linux x86_64,Reluctant
600,1601939,-0.74671215,0.238843613,0.001,238.843613,Linux x86_64,Reluctant
600,1601942,-0.75597043,0.238123878,0.001,238.123878,Linux x86_64,Reluctant
600,1601945,-0.74675673,0.238812128,0.001,238.812128,Linux x86_64,Reluctant
600,1601948,-0.75783047,0.2375148,0.001,237.5148,Linux x86_64,Reluctant
600,1601951,-0.74715622,0.238063348,0.001,238.063348,Linux x86_64,Reluctant
600,1601954,-0.75218212,0.238984124,0.001,238.984124,Linux x86_64,Reluctant
600,1601957,-0.74775826,0.236782932,0.001,236.782932,Linux x86_64,Reluctant
600,1601960,-0.7506021,0.240332238,0.001,240.332238,Linux x86_64,Reluctant
600,1601963,-0.74573407,0.238295955,0.001,238.295955,Linux x86_64,Reluctant
600,1601966,-0.74599885,0.23842156,0.001,238.42156,Linux x86_64,Reluctant
600,1601969,-0.7471057,0.238982785,0.001,238.982785,Linux x86_64,Reluctant
600,1601972,-0.75748904,0.237975823,0.001,237.975823,Linux x86_64,Reluctant
600,1601975,-0.75543612,0.238848102,0.001,238.848102,Linux x86_64,Reluctant
600,1601978,-0.7491167,0.237609421,0.001,237.609421,Linux x86_64,Reluctant
600,1601981,-0.74847113,0.239182286,0.001,239.182286,Linux x86_64,Reluctant
600,1601984,-0.74945031,0.238802663,0.001,238.802663,Linux x86_64,Reluctant
600,1601987,-0.74560118,0.237205878,0.001,237.205878,Linux x86_64,Reluctant
600,1601990,-0.75715801,0.238954253,0.001,238.954253,Linux x86_64,Reluctant
600,1601993,-0.74165881,0.236069624,0.001,236.069624,Linux x86_64,Reluctant
600,1601996,-0.74562679,0.238397099,0.001,238.397099,Linux x86_64,Reluctant
600,1601999,-0.75537339,0.23913051,0.001,239.13051,Linux x86_64,Reluctant
600,1602002,-0.75359539,0.238514369,0.001,238.514369,Linux x86_64,Reluctant
600,1602005,-0.75572336,0.237996652,0.001,237.996652,Linux x86_64,Reluctant
600,1602008,-0.74194941,0.23827137,0.001,238.27137,Linux x86_64,Reluctant
600,1602011,-0.7558171,0.238374621,0.001,238.374621,Linux x86_64,Reluctant
600,1602014,-0.74502334,0.238012627,0.001,238.012627,Linux x86_64,Reluctant
600,1602017,-0.75200913,0.238226574,0.001,238.226574,Linux x86_64,Reluctant
600,1602020,-0.75082335,0.238225386,0.001,238.225386,Linux x86_64,Reluctant
600,1602023,-0.74702011,0.239714862,0.001,239.714862,Linux x86_64,Reluctant
600,1602026,-0.75068254,0.237322461,0.001,237.322461,Linux x86_64,Reluctant
600,1602029,-0.74249119,0.236419128,0.001,236.419128,Linux x86_64,Reluctant
800,1801732,-0.75610004,0.5196985,0.001,519.6985,Linux x86_64,Reluctant
800,1801735,-0.75572457,0.517569392,0.001,517.569392,Linux x86_64,Reluctant
800,1801738,-0.75492054,0.518604722,0.001,518.604722,Linux x86_64,Reluctant
800,1801741,-0.74892903,0.515172266,0.001,515.172266,Linux x86_64,Reluctant
800,1801744,-0.75266595,0.517492464,0.001,517.492464,Linux x86_64,Reluctant
800,1801747,-0.74146284,0.5178858,0.001,517.8858,Linux x86_64,Reluctant
800,1801750,-0.74347576,0.514108929,0.001,514.108929,Linux x86_64,Reluctant
800,1801753,-0.75602195,0.520227619,0.001,520.227619,Linux x86_64,Reluctant
800,1801756,-0.74580956,0.515195827,0.001,515.195827,Linux x86_64,Reluctant
800,1801759,-0.74222514,0.516126961,0.001,516.126961,Linux x86_64,Reluctant
800,1801762,-0.74337451,0.517509804,0.001,517.509804,Linux x86_64,Reluctant
800,1801765,-0.75068797,0.517165304,0.001,517.165304,Linux x86_64,Reluctant
800,1801768,-0.74664186,0.516233072,0.001,516.233072,Linux x86_64,Reluctant
800,1801771,-0.7450308,0.5137636,0.001,513.7636,Linux x86_64,Reluctant
800,1801774,-0.75533026,0.514705842,0.001,514.705842,Linux x86_64,Reluctant
800,1801777,-0.75212441,0.515844095,0.001,515.844095,Linux x86_64,Reluctant
800,1801780,-0.7526783,0.516119934,0.001,516.119934,Linux x86_64,Reluctant
800,1801783,-0.75215103,0.516872227,0.001,516.872227,Linux x86_64,Reluctant
800,1801786,-0.74662118,0.516884113,0.001,516.884113,Linux x86_64,Reluctant
800,1801789,-0.74459022,0.512266298,0.001,512.266298,Linux x86_64,Reluctant
800,1801792,-0.75008787,0.516355313,0.001,516.355313,Linux x86_64,Reluctant
800,1801795,-0.74376131,0.513697323,0.001,513.697323,Linux x86_64,Reluctant
800,1801798,-0.75027135,0.517776854,0.001,517.776854,Linux x86_64,Reluctant
800,1801801,-0.74409146,0.514758906,0.001,514.758906,Linux x86_64,Reluctant
800,1801804,-0.74313247,0.513141066,0.001,513.141066,Linux x86_64,Reluctant
800,1801807,-0.74959515,0.513610542,0.001,513.610542,Linux x86_64,Reluctant
800,1801810,-0.74280914,0.510748593,0.001,510.748593,Linux x86_64,Reluctant
800,1801813,-0.74339779,0.51257073,0.001,512.57073,Linux x86_64,Reluctant
800,1801816,-0.74192776,0.51225286,0.001,512.25286,Linux x86_64,Reluctant
800,1801819,-0.74326576,0.512620185,0.001,512.620185,Linux x86_64,Reluctant
800,1801822,-0.76116405,0.513937431,0.001,513.937431,Linux x86_64,Reluctant
800,1801825,-0.75351736,0.515567727,0.001,515.567727,Linux x86_64,Reluctant
800,1801828,-0.74377644,0.511658895,0.001,511.658895,Linux x86_64,Reluctant
800,1801831,-0.75071971,0.513956955,0.001,513.956955,Linux x86_64,Reluctant
800,1801834,-0.75687683,0.514565279,0.001,514.565279,Linux x86_64,Reluctant
800,1801837,-0.74395184,0.514293044,0.001,514.293044,Linux x86_64,Reluctant
800,1801840,-0.75809516,0.516984366,0.001,516.984366,Linux x86_64,Reluctant
800,1801843,-0.74491896,0.510458566,0.001,510.458566,Linux x86_64,Reluctant
800,1801846,-0.75404646,0.514335968,0.001,514.335968,Linux x86_64,Reluctant
800,1801849,-0.74741873,0.513496662,0.001,513.496662,Linux x86_64,Reluctant
800,1801852,-0.75209907,0.513203887,0.001,513.203887,Linux x86_64,Reluctant
800,1801855,-0.75356749,0.513686092,0.001,513.686092,Linux x86_64,Reluctant
800,1801858,-0.75684714,0.512675731,0.001,512.675731,Linux x86_64,Reluctant
800,1801861,-0.75116781,0.51416144,0.001,514.16144,Linux x86_64,Reluctant
800,1801864,-0.75377534,0.511178643,0.001,511.178643,Linux x86_64,Reluctant
800,1801867,-0.75346857,0.513600003,0.001,513.600003,Linux x86_64,Reluctant
800,1801870,-0.74822201,0.513445599,0.001,513.445599,Linux x86_64,Reluctant
800,1801873,-0.7410398,0.511758927,0.001,511.758927,Linux x86_64,Reluctant
800,1801876,-0.75608204,0.513033319,0.001,513.033319,Linux x86_64,Reluctant
800,1801879,-0.74286774,0.509013985,0.001,509.013985,Linux x86_64,Reluctant
800,1801882,-0.75676365,0.510351333,0.001,510.351333,Linux x86_64,Reluctant
800,1801885,-0.75204785,0.512842688,0.001,512.842688,Linux x86_64,Reluctant
800,1801888,-0.74802082,0.508257751,0.001,508.257751,Linux x86_64,Reluctant
800,1801891,-0.74648063,0.510157536,0.001,510.157536,Linux x86_64,Reluctant
800,1801894,-0.75003622,0.511114728,0.001,511.114728,Linux x86_64,Reluctant
800,1801897,-0.75049913,0.509911618,0.001,509.911618,Linux x86_64,Reluctant
800,1801900,-0.75036567,0.509793352,0.001,509.793352,Linux x86_64,Reluctant
800,1801903,-0.74381686,0.509002217,0.001,509.002217,Linux x86_64,Reluctant
800,1801906,-0.74555708,0.510070447,0.001,510.070447,Linux x86_64,Reluctant
800,1801909,-0.74709014,0.510223758,0.001,510.223758,Linux x86_64,Reluctant
800,1801912,-0.75601048,0.51154023,0.001,511.54023,Linux x86_64,Reluctant
800,1801915,-0.76046509,0.512726865,0.001,512.726865,Linux x86_64,Reluctant
800,1801918,-0.75144294,0.510121297,0.001,510.121297,Linux x86_64,Reluctant
800,1801921,-0.75095724,0.510724367,0.001,510.724367,Linux x86_64,Reluctant
800,1801924,-0.74811096,0.510106921,0.001,510.106921,Linux x86_64,Reluctant
800,1801927,-0.75030814,0.50877853,0.001,508.77853,Linux x86_64,Reluctant
800,1801930,-0.74643198,0.508422133,0.001,508.422133,Linux x86_64,Reluctant
800,1801933,-0.74780503,0.505499479,0.001,505.499479,Linux x86_64,Reluctant
800,1801936,-0.74945714,0.506761927,0.001,506.761927,Linux x86_64,Reluctant
800,1801939,-0.75313296,0.512637646,0.001,512.637646,Linux x86_64,Reluctant
800,1801942,-0.75050077,0.508667001,0.001,508.667001,Linux x86_64,Reluctant
800,1801945,-0.74690513,0.504585858,0.001,504.585858,Linux x86_64,Reluctant
800,1801948,-0.74745409,0.509748023,0.001,509.748023,Linux x86_64,Reluctant
800,1801951,-0.74892952,0.509241716,0.001,509.241716,Linux x86_64,Reluctant
800,1801954,-0.74707893,0.505574063,0.001,505.574063,Linux x86_64,Reluctant
800,1801957,-0.74893632,0.510459884,0.001,510.459884,Linux x86_64,Reluctant
800,1801960,-0.74977616,0.506942613,0.001,506.942613,Linux x86_64,Reluctant
800,1801963,-0.74610429,0.508934601,0.001,508.934601,Linux x86_64,Reluctant
800,1801966,-0.74447979,0.507958775,0.001,507.958775,Linux x86_64,Reluctant
800,1801969,-0.74155128,0.507145426,0.001,507.145426,Linux x86_64,Reluctant
800,1801972,-0.74617768,0.503819378,0.001,503.819378,Linux x86_64,Reluctant
800,1801975,-0.74903584,0.509641844,0.001,509.641844,Linux x86_64,Reluctant
800,1801978,-0.74655599,0.507447332,0.001,507.447332,Linux x86_64,Reluctant
800,1801981,-0.74943087,0.506817724,0.001,506.817724,Linux x86_64,Reluctant
800,1801984,-0.75848058,0.5072485,0.001,507.2485,Linux x86_64,Reluctant
800,1801987,-0.75054282,0.508141138,0.001,508.141138,Linux x86_64,Reluctant
800,1801990,-0.74652986,0.50806753,0.001,508.06753,Linux x86_64,Reluctant
800,1801993,-0.74798797,0.505727348,0.001,505.727348,Linux x86_64,Reluctant
800,1801996,-0.75141671,0.504572119,0.001,504.572119,Linux x86_64,Reluctant
800,1801999,-0.74168791,0.505309988,0.001,505.309988,Linux x86_64,Reluctant
800,1802002,-0.74569867,0.505982764,0.001,505.982764,Linux x86_64,Reluctant
800,1802005,-0.75107275,0.506061746,0.001,506.061746,Linux x86_64,Reluctant
800,1802008,-0.74735011,0.503906519,0.001,503.906519,Linux x86_64,Reluctant
800,1802011,-0.74852166,0.505754883,0.001,505.754883,Linux x86_64,Reluctant
800,1802014,-0.75812383,0.504899639,0.001,504.899639,Linux x86_64,Reluctant
800,1802017,-0.74949921,0.508746766,0.001,508.746766,Linux x86_64,Reluctant
800,1802020,-0.75080854,0.507449798,0.001,507.449798,Linux x86_64,Reluctant
800,1802023,-0.74011707,0.504914072,0.001,504.914072,Linux x86_64,Reluctant
800,1802026,-0.75581601,0.508831625,0.001,508.831625,Linux x86_64,Reluctant
800,1802029,-0.7439843,0.504933502,0.001,504.933502,Linux x86_64,Reluctant
1000,2001732,-0.75438526,0.947468997,0.001,947.468997,Linux x86_64,Reluctant
1000,2001735,-0.74924786,0.950881186,0.001,950.881186,Linux x86_64,Reluctant
1000,2001738,-0.74685085,0.953898504,0.001,953.898504,Linux x86_64,Reluctant
1000,2001741,-0.75566944,0.952469565,0.001,952.469565,Linux x86_64,Reluctant
1000,2001744,-0.74650593,0.945492462,0.001,945.492462,Linux x86_64,Reluctant
1000,2001747,-0.74427136,0.945996325,0.001,945.996325,Linux x86_64,Reluctant
1000,2001750,-0.74468363,0.945491678,0.001,945.491678,Linux x86_64,Reluctant
1000,2001753,-0.74554288,0.944145224,0.001,944.145224,Linux x86_64,Reluctant
1000,2001756,-0.75405152,0.948536985,0.001,948.536985,Linux x86_64,Reluctant
1000,2001759,-0.74354478,0.944848106,0.001,944.848106,Linux x86_64,Reluctant
1000,2001762,-0.74922786,0.942581873,0.001,942.581873,Linux x86_64,Reluctant
1000,2001765,-0.74098931,0.944516083,0.001,944.516083,Linux x86_64,Reluctant
1000,2001768,-0.74729141,0.94439269,0.001,944.39269,Linux x86_64,Reluctant
1000,2001771,-0.74820235,0.941741974,0.001,941.741974,Linux x86_64,Reluctant
1000,2001774,-0.74673612,0.940687915,0.001,940.687915,Linux x86_64,Reluctant
1000,2001777,-0.74569678,0.942501127,0.001,942.501127,Linux x86_64,Reluctant
1000,2001780,-0.74588517,0.942690373,0.001,942.690373,Linux x86_64,Reluctant
1000,2001783,-0.74319458,0.942199009,0.001,942.199009,Linux x86_64,Reluctant
1000,2001786,-0.751121,0.944023009,0.001,944.023009,Linux x86_64,Reluctant
1000,2001789,-0.75086342,0.942265463,0.001,942.265463,Linux x86_64,Reluctant
1000,2001792,-0.74531811,0.940856053,0.001,940.856053,Linux x86_64,Reluctant
1000,2001795,-0.74776515,0.942903581,0.001,942.903581,Linux x86_64,Reluctant
1000,2001798,-0.75312158,0.944439127,0.001,944.439127,Linux x86_64,Reluctant
1000,2001801,-0.7459519,0.937690325,0.001,937.690325,Linux x86_64,Reluctant
1000,2001804,-0.75172063,0.937749442,0.001,937.749442,Linux x86_64,Reluctant
1000,2001807,-0.74863729,0.943278381,0.001,943.278381,Linux x86_64,Reluctant
1000,2001810,-0.74538196,0.939769052,0.001,939.769052,Linux x86_64,Reluctant
1000,2001813,-0.74865943,0.935910051,0.001,935.910051,Linux x86_64,Reluctant
1000,2001816,-0.74368126,0.938994632,0.001,938.994632,Linux x86_64,Reluctant
1000,2001819,-0.74964085,0.941374018,0.001,941.374018,Linux x86_64,Reluctant
1000,2001822,-0.74629193,0.9418823,0.001,941.8823,Linux x86_64,Reluctant
1000,2001825,-0.74456722,0.941578676,0.001,941.578676,Linux x86_64,Reluctant
1000,2001828,-0.7494093,0.942070136,0.001,942.070136,Linux x86_64,Reluctant
1000,2001831,-0.74592055,0.939453248,0.001,939.453248,Linux x86_64,Reluctant
1000,2001834,-0.75134187,0.93850711,0.001,938.50711,Linux x86_64,Reluctant
1000,2001837,-0.75537649,0.941166059,0.001,941.166059,Linux x86_64,Reluctant
1000,2001840,-0.7492407,0.939664089,0.001,939.664089,Linux x86_64,Reluctant
1000,2001843,-0.75202265,0.9384338,0.001,938.4338,Linux x86_64,Reluctant
1000,2001846,-0.7453512,0.936675892,0.001,936.675892,Linux x86_64,Reluctant
1000,2001849,-0.74707586,0.934800602,0.001,934.800602,Linux x86_64,Reluctant
1000,2001852,-0.75806432,0.934303577,0.001,934.303577,Linux x86_64,Reluctant
1000,2001855,-0.74360737,0.93444904,0.001,934.44904,Linux x86_64,Reluctant
1000,2001858,-0.74739268,0.939394439,0.001,939.394439,Linux x86_64,Reluctant
1000,2001861,-0.74702565,0.936654033,0.001,936.654033,Linux x86_64,Reluctant
1000,2001864,-0.75275045,0.937040929,0.001,937.040929,Linux x86_64,Reluctant
1000,2001867,-0.75258474,0.935813143,0.001,935.813143,Linux x86_64,Reluctant
1000,2001870,-0.75036485,0.940039124,0.001,940.039124,Linux x86_64,Reluctant
1000,2001873,-0.74456733,0.93578005,0.001,935.78005,Linux x86_64,Reluctant
1000,2001876,-0.74968918,0.934103426,0.001,934.103426,Linux x86_64,Reluctant
1000,2001879,-0.74977581,0.937515799,0.001,937.515799,Linux x86_64,Reluctant
1000,2001882,-0.74669616,0.935517536,0.001,935.517536,Linux x86_64,Reluctant
1000,2001885,-0.75050498,0.93518942,0.001,935.18942,Linux x86_64,Reluctant
1000,2001888,-0.75128422,0.93466952,0.001,934.66952,Linux x86_64,Reluctant
1000,2001891,-0.74761575,0.930012606,0.001,930.012606,Linux x86_64,Reluctant
1000,2001894,-0.75452003,0.932825531,0.001,932.825531,Linux x86_64,Reluctant
1000,2001897,-0.74887158,0.939907219,0.001,939.907219,Linux x86_64,Reluctant
1000,2001900,-0.75313223,0.934556579,0.001,934.556579,Linux x86_64,Reluctant
1000,2001903,-0.74971537,0.933887723,0.001,933.887723,Linux x86_64,Reluctant
1000,2001906,-0.75567387,0.933613035,0.001,933.613035,Linux x86_64,Reluctant
1000,2001909,-0.75255585,0.930494418,0.001,930.494418,Linux x86_64,Reluctant
1000,2001912,-0.7492918,0.9300367,0.001,930.0367,Linux x86_64,Reluctant
1000,2001915,-0.75297192,0.928623987,0.001,928.623987,Linux x86_64,Reluctant
1000,2001918,-0.75487339,0.927406468,0.001,927.406468,Linux x86_64,Reluctant
1000,2001921,-0.75182391,0.93238402,0.001,932.38402,Linux x86_64,Reluctant
1000,2001924,-0.74819499,0.931338122,0.001,931.338122,Linux x86_64,Reluctant
1000,2001927,-0.7492569,0.928042983,0.001,928.042983,Linux x86_64,Reluctant
1000,2001930,-0.75519996,0.93024071,0.001,930.24071,Linux x86_64,Reluctant
1000,2001933,-0.75693012,0.929976908,0.001,929.976908,Linux x86_64,Reluctant
1000,2001936,-0.75499052,0.93073332,0.001,930.73332,Linux x86_64,Reluctant
1000,2001939,-0.7464518,0.92711771,0.001,927.11771,Linux x86_64,Reluctant
1000,2001942,-0.74881565,0.930223474,0.001,930.223474,Linux x86_64,Reluctant
1000,2001945,-0.74807324,0.926515969,0.001,926.515969,Linux x86_64,Reluctant
1000,2001948,-0.74957217,0.929082624,0.001,929.082624,Linux x86_64,Reluctant
1000,2001951,-0.74586391,0.924397524,0.001,924.397524,Linux x86_64,Reluctant
1000,2001954,-0.74737147,0.927438361,0.001,927.438361,Linux x86_64,Reluctant
1000,2001957,-0.75220139,0.930787221,0.001,930.787221,Linux x86_64,Reluctant
1000,2001960,-0.74914117,0.929451828,0.001,929.451828,Linux x86_64,Reluctant
1000,2001963,-0.74714567,0.92326139,0.001,923.26139,Linux x86_64,Reluctant
1000,2001966,-0.75227501,0.926105959,0.001,926.105959,Linux x86_64,Reluctant
1000,2001969,-0.75093602,0.92694766,0.001,926.94766,Linux x86_64,Reluctant
1000,2001972,-0.74670111,0.9266245,0.001,926.6245,Linux x86_64,Reluctant
1000,2001975,-0.74771395,0.924228609,0.001,924.228609,Linux x86_64,Reluctant
1000,2001978,-0.74926258,0.926601441,0.001,926.601441,Linux x86_64,Reluctant
1000,2001981,-0.74922021,0.929834751,0.001,929.834751,Linux x86_64,Reluctant
1000,2001984,-0.74774862,0.922612821,0.001,922.612821,Linux x86_64,Reluctant
1000,2001987,-0.75355592,0.923739463,0.001,923.739463,Linux x86_64,Reluctant
1000,2001990,-0.74688879,0.921705009,0.001,921.705009,Linux x86_64,Reluctant
1000,2001993,-0.74921667,0.921528219,0.001,921.528219,Linux x86_64,Reluctant
1000,2001996,-0.74995375,0.923189796,0.001,923.189796,Linux x86_64,Reluctant
1000,2001999,-0.75639167,0.926885617,0.001,926.885617,Linux x86_64,Reluctant
1000,2002002,-0.75037359,0.921476519,0.001,921.476519,Linux x86_64,Reluctant
1000,2002005,-0.75011405,0.919631444,0.001,919.631444,Linux x86_64,Reluctant
1000,2002008,-0.75280386,0.921994931,0.001,921.994931,Linux x86_64,Reluctant
1000,2002011,-0.75520159,0.918463622,0.001,918.463622,Linux x86_64,Reluctant
1000,2002014,-0.75360842,0.921182534,0.001,921.182534,Linux x86_64,Reluctant
1000,2002017,-0.7517438,0.921603069,0.001,921.603069,Linux x86_64,Reluctant
1000,2002020,-0.74787876,0.917849501,0.001,917.849501,Linux x86_64,Reluctant
1000,2002023,-0.74838267,0.917741329,0.001,917.741329,Linux x86_64,Reluctant
1000,2002026,-0.7535426,0.916440219,0.001,916.440219,Linux x86_64,Reluctant
1000,2002029,-0.74728557,0.915846454,0.001,915.846454,Linux x86_64,Reluctant
1200,2201732,-0.74597265,1.493575444,0.001,1493.575444,Linux x86_64,Reluctant
1200,2201735,-0.75363456,1.497090121,0.001,1497.090121,Linux x86_64,Reluctant
1200,2201738,-0.75292497,1.497058391,0.001,1497.058391,Linux x86_64,Reluctant
1200,2201741,-0.7476079,1.492680944,0.001,1492.680944,Linux x86_64,Reluctant
1200,2201744,-0.74803348,1.489951977,0.001,1489.951977,Linux x86_64,Reluctant
1200,2201747,-0.74974852,1.495967115,0.001,1495.967115,Linux x86_64,Reluctant
1200,2201750,-0.75058082,1.491287691,0.001,1491.287691,Linux x86_64,Reluctant
1200,2201753,-0.75540115,1.491234544,0.001,1491.234544,Linux x86_64,Reluctant
1200,2201756,-0.74826624,1.488352445,0.001,1488.352445,Linux x86_64,Reluctant
1200,2201759,-0.74643676,1.49111605,0.001,1491.11605,Linux x86_64,Reluctant
1200,2201762,-0.75345104,1.481240761,0.001,1481.240761,Linux x86_64,Reluctant
1200,2201765,-0.74886178,1.486974806,0.001,1486.974806,Linux x86_64,Reluctant
1200,2201768,-0.75104461,1.486274449,0.001,1486.274449,Linux x86_64,Reluctant
1200,2201771,-0.74636533,1.485351183,0.001,1485.351183,Linux x86_64,Reluctant
1200,2201774,-0.74830974,1.485488225,0.001,1485.488225,Linux x86_64,Reluctant
1200,2201777,-0.75308148,1.493320216,0.001,1493.320216,Linux x86_64,Reluctant
1200,2201780,-0.75084758,1.482245885,0.001,1482.245885,Linux x86_64,Reluctant
1200,2201783,-0.74926006,1.48649486,0.001,1486.49486,Linux x86_64,Reluctant
1200,2201786,-0.75220741,1.483724878,0.001,1483.724878,Linux x86_64,Reluctant
1200,2201789,-0.75211516,1.48408673,0.001,1484.08673,Linux x86_64,Reluctant
1200,2201792,-0.75102464,1.4859308,0.001,1485.9308,Linux x86_64,Reluctant
1200,2201795,-0.75222503,1.48317831,0.001,1483.17831,Linux x86_64,Reluctant
1200,2201798,-0.75326035,1.482051355,0.001,1482.051355,Linux x86_64,Reluctant
1200,2201801,-0.74944068,1.479412831,0.001,1479.412831,Linux x86_64,Reluctant
1200,2201804,-0.74575224,1.480612576,0.001,1480.612576,Linux x86_64,Reluctant
1200,2201807,-0.7481878,1.477149506,0.001,1477.149506,Linux x86_64,Reluctant
1200,2201810,-0.74363073,1.479416894,0.001,1479.416894,Linux x86_64,Reluctant
1200,2201813,-0.74867531,1.478599445,0.001,1478.599445,Linux x86_64,Reluctant
1200,2201816,-0.75448915,1.481778695,0.001,1481.778695,Linux x86_64,Reluctant
1200,2201819,-0.74704208,1.476767852,0.001,1476.767852,Linux x86_64,Reluctant
1200,2201822,-0.74221291,1.474653172,0.001,1474.653172,Linux x86_64,Reluctant
1200,2201825,-0.75037774,1.477153354,0.001,1477.153354,Linux x86_64,Reluctant
1200,2201828,-0.7575998,1.475767345,0.001,1475.767345,Linux x86_64,Reluctant
1200,2201831,-0.7526203,1.4706123,0.001,1470.6123,Linux x86_64,Reluctant
1200,2201834,-0.74697557,1.470169718,0.001,1470.169718,Linux x86_64,Reluctant
1200,2201837,-0.74783814,1.475290912,0.001,1475.290912,Linux x86_64,Reluctant
1200,2201840,-0.74974238,1.466376917,0.001,1466.376917,Linux x86_64,Reluctant
1200,2201843,-0.75094916,1.469922985,0.001,1469.922985,Linux x86_64,Reluctant
1200,2201846,-0.74826362,1.472900281,0.001,1472.900281,Linux x86_64,Reluctant
1200,2201849,-0.75120992,1.468147735,0.001,1468.147735,Linux x86_64,Reluctant
1200,2201852,-0.75054192,1.465993377,0.001,1465.993377,Linux x86_64,Reluctant
1200,2201855,-0.74811101,1.462293942,0.001,1462.293942,Linux x86_64,Reluctant
1200,2201858,-0.74894778,1.464716368,0.001,1464.716368,Linux x86_64,Reluctant
1200,2201861,-0.75541527,1.464712226,0.001,1464.712226,Linux x86_64,Reluctant
1200,2201864,-0.74821461,1.456968942,0.001,1456.968942,Linux x86_64,Reluctant
1200,2201867,-0.7476307,1.453460546,0.001,1453.460546,Linux x86_64,Reluctant
1200,2201870,-0.75581818,1.464651409,0.001,1464.651409,Linux x86_64,Reluctant
1200,2201873,-0.75221772,1.453337056,0.001,1453.337056,Linux x86_64,Reluctant
1200,2201876,-0.75486168,1.463528131,0.001,1463.528131,Linux x86_64,Reluctant
1200,2201879,-0.75680305,1.455692172,0.001,1455.692172,Linux x86_64,Reluctant
1200,2201882,-0.75958772,1.460651205,0.001,1460.651205,Linux x86_64,Reluctant
1200,2201885,-0.75072093,1.454790537,0.001,1454.790537,Linux x86_64,Reluctant
1200,2201888,-0.74505781,1.453568382,0.001,1453.568382,Linux x86_64,Reluctant
1200,2201891,-0.75176695,1.454706997,0.001,1454.706997,Linux x86_64,Reluctant
1200,2201894,-0.74888504,1.449418683,0.001,1449.418683,Linux x86_64,Reluctant
1200,2201897,-0.74928956,1.454928087,0.001,1454.928087,Linux x86_64,Reluctant
1200,2201900,-0.74832826,1.45475641,0.001,1454.75641,Linux x86_64,Reluctant
1200,2201903,-0.74690809,1.445906459,0.001,1445.906459,Linux x86_64,Reluctant
1200,2201906,-0.74639661,1.443519278,0.001,1443.519278,Linux x86_64,Reluctant
1200,2201909,-0.75167881,1.450960466,0.001,1450.960466,Linux x86_64,Reluctant
1200,2201912,-0.74958312,1.449650802,0.001,1449.650802,Linux x86_64,Reluctant
1200,2201915,-0.74679221,1.444596955,0.001,1444.596955,Linux x86_64,Reluctant
1200,2201918,-0.74879059,1.44739829,0.001,1447.39829,Linux x86_64,Reluctant
1200,2201921,-0.75367532,1.448791011,0.001,1448.791011,Linux x86_64,Reluctant
1200,2201924,-0.74856066,1.442709725,0.001,1442.709725,Linux x86_64,Reluctant
1200,2201927,-0.75146909,1.444676818,0.001,1444.676818,Linux x86_64,Reluctant
1200,2201930,-0.74785729,1.437752924,0.001,1437.752924,Linux x86_64,Reluctant
1200,2201933,-0.75295009,1.444718435,0.001,1444.718435,Linux x86_64,Reluctant
1200,2201936,-0.75839913,1.445326593,0.001,1445.326593,Linux x86_64,Reluctant
